,Date,User,Tweet,Translation
2147,2021-01-27 05:17:39+00:00,withmsit,"""온실가스를 자원으로 활용할 수 있다고?!"" 2050 탄소중립을 위해 앞장서고 있는 우리의 과학기술들을 소개합니다! ▶ https://t.co/lxIysE9AJ1 #탄소 #탄소중립 #온실가스 https://t.co/AG9CSljPKm","""You can use greenhouse gas as a resource?!"" Introducing our science and technology for 2050 carbon neutrality! ▶ https://t.co/lxiyse9aj1"
2148,2021-01-26 09:04:35+00:00,suSbcr8ODUrPVtw,"@moonriver365 2050  탄소중립을 위해 선도적 역할 하실것임을  믿습니다. 우리도 일상에서 할 수 있는 일을 찾아 실천하는 캠페인 벌이면 좋을 것 같습니다. 응원하겠습니다.
실천하겠습니다.
건강도 챙기십시오.","@Moonriver365 2050 I believe you will play a leading role for carbon neutrality. It would be nice to have a campaign to find and practice what we can do in everyday life. I will support you.
I will do it.
Take care of your health."
2149,2021-01-26 05:35:18+00:00,Garden543,"@moonriver365 ""한국은 지난해 다짐한 '2050 탄소중립’을 향해 흔들림 없이 나아갈 것입니다.""

대통령님, 오늘도 지지하고 응원합니다! (*^____^*)","@Moonriver365 ""Korea will go forward without shaking towards '2050 carbon neutral' pledged last year.""

President, I support and support today! (*^____^*)"
2150,2021-01-26 04:42:13+00:00,Mylife_KTV,"#문재인 대통령의 
'기후적응 정상회의' 연설 핵심 내용 
전달해드립니다   

‘2050 탄소중립’을 향해 
흔들림 없이 나아가는 한국 🇰🇷

일상 속 ‘작은 행동 규칙’ 실천 

디지털 혁신과 결합한 '그린 뉴딜’ 추진

경험과 성과를 세계 각국과 공유해 나가겠습니다

#ClimateAdaptationSummit #MarkRutte https://t.co/XvvldOEkCo","#President Moon Jae -in
The core contents of the speech 'climate adaptation summit'
We will deliver it

Towards '2050 carbon neutrality'
Korea 🇷 moving forward without shaking

Practice “Small Action Rules” in everyday life

Green New Deal combined with digital innovation

We will share our experiences and achievements with countries around the world.

#ClimateAptagesummit"
2151,2021-01-26 00:59:51+00:00,ektlskfwk,@moonriver365 2050 탄소 중립을 위한 노력 응원하고 함께 하겠습니다!,@Moonriver365 2050 We will cheer for our efforts to neutral carbon neutral!
2152,2021-01-26 00:50:33+00:00,ntskorea,"2050 탄소중립'을 향해 계속해서 나아갈 것입니다. 

일상 속에서 실천할 수 있는 것들부터 
'작은 행동 규칙'을 마련해 실천하고 
사회 전 분야에 걸쳐 디지털 혁신과 결합한 
'그린뉴딜'을 추진하면서 
경험과 성과를 공유해 나갈 것입니다. 

#국세청 #탄소중립 #일상 #그린뉴딜 #디지털혁신 #기후 https://t.co/wYjKHq3PJK","2050 Carbon Neutral will continue to move towards.

From things that can be practiced in everyday life
Prepared and practiced the' small behavioral rules'
Combined with digital innovation throughout the field of society
While promoting 'Green New Deal'
We will share our experiences and achievements.

#Inservatory"
2153,2021-01-26 00:11:11+00:00,hskT____T,"2050년.. 탄소중립 ..하 이런 올거 같지도 않은 30년 후 이야기 할게 아니라
당장 이명박이 건설 시작한 강원도 석탄발전소 건설부터 중단시키면 이런 선언 같은거 안해도 훨씬 임팩트 있습니다. https://t.co/GKaUuQgZbF","2050 ... Carbon neutrality .. I didn't talk about 30 years after it didn't seem to come.
If Lee Myung -bak stops the construction of Gangwon -do Coal Power Plant, which began construction, it is much more impact without such declaration. https://t.co/gkauuqgzbf"
2154,2021-01-26 00:00:05+00:00,moonriver365,"한국은 지난해 다짐한 
‘2050 탄소중립’을 향해 
흔들림 없이 나아갈 것입니다. 
일상 속에서 실천할 수 있는 
‘작은 행동 규칙’을 마련해 실천하고, 
사회 전 분야에 걸쳐 
디지털 혁신과 결합한 ‘그린 뉴딜’을 
추진하는 한편, 그 경험과 성과를 
세계 각국과 공유해 나갈 것입니다. https://t.co/f4T1203nNS","Korea pledged last year
Towards '2050 carbon neutrality'
It will go without shaking.
Can be practiced in everyday life
Prepared and practiced the 'small behavioral rules',
Throughout society
Green New Deal combined with digital innovation
While promoting, the experience and performance
We will share with countries around the world. https://t.co/f4t1203NNS"
2155,2021-01-25 22:38:07+00:00,dondaeji,문 대통령 ＂'2050 탄소중립' 향해 흔들림 없이 갈 것＂ (출처 : 오마이뉴스 | 네이버 뉴스) https://t.co/RglJ21ZC7A,President Moon ＂'2050 Carbon Neutral' will go without shaking (Source: Oh My News | Naver News) https://t.co/rglj21zc7a
2156,2021-01-25 22:37:55+00:00,dondaeji,문 대통령 “기후안심국가 향해…2050 탄소중립 흔들림 없다” (출처 : 한겨레 | 네이버 뉴스) https://t.co/GBzxSItkNP,President Moon “Towards the Climate Security State… 2050 carbon neutral shaking ”(Source: Hankyoreh | Naver News) https://t.co/gbzxsitknp
2157,2021-01-25 20:35:57+00:00,hoonlee213,"""'2050 탄소중립' 향해 흔들림 없이 갈 것""

지랄하고 자빠졌어요

정적은 가차없이 제거한 
악독한 문무당과 김일성장학금수혜자와 고정공작원과 주사파
일당이 사라지는 날까지,
애국의 마음이 절실한 
시대가 도래했습니다
서울 부산 성추행 보궐선거에
진정성의 후보가 당선되길  기대한다 🙏 https://t.co/Ppe4bn6azv","""'2050 carbon neutral' will go without shaking.""

I was bored and drowned

Static removed
The vicious Munmu Party, Kim Il -sung, the director of the scholar, and the fixed agent
Until the day of the daily disappearance,
The heart of the patriotic
The times have arrived
Seoul Busan Sexual Songsan Election
I look forward to the election of authenticity 🙏 https://t.co/ppe4bn6azv"
2158,2021-01-25 17:24:05+00:00,SBS8news,"문 대통령 ""2050 탄소중립 위해 흔들림 없이 나아갈 것"" #SBS뉴스 https://t.co/bGxv3ENZ7q","President Moon ""2050 Carbon Neutralizes without shaking"" #sbs news https://t.co/bgxv3enz7Q"
2159,2021-01-25 16:41:04+00:00,sepal73_,"나는야 흙에 살리라

문 대통령 ""기후안심국가 향해..2050 탄소중립 흔들림 없다"" | 다음 뉴스 https://t.co/8deX2fQrRa[기후 위기]기후적응 정상회의 연설
""한국 국민들 불편해도 자연과 살겠다는 강한 의지""","I will save the soil

President Moon ""Nevertheless to climate tenderloin country .. 2050 carbon neutral shakes"" | Next News https://t.co/8DEX2FQRRA
""The strong will to live with nature even if the Korean people are uncomfortable"""
2160,2021-01-25 16:17:15+00:00,Osori170509,"문 대통령 ""2050 탄소중립 향해 흔들림 없이 갈 것"" [전문]
https://t.co/62kBjogaQC

관련기사 💙좋아요💙

https://t.co/2FQwNILyNI","President Moon ""2050 Carbon Neutral will go without shaking"" [Professional]
https://t.co/62kbjogaqc

Related article 💙 Like 💙

https://t.co/2FQWNILYNI"
2161,2021-01-25 16:09:38+00:00,OhmyNews_Korea,"문 대통령 ""'2050 탄소중립' 향해 흔들림 없이 갈 것"" #문재인 #CAS2021 #기후적응_정상회의 https://t.co/k7yeIM0Cyw 유창재 기자",President Moon will go without shaking towards '2050 carbon neutral' #Moon Jae -in #Cas2021
2162,2021-01-25 15:53:33+00:00,dlaxorud_132,"문재인 대통령, 네덜란드 개최 기후적응 정상회의 참석 “2050 탄소중립, 한국은 흔들림 없이 나아갈 것” https://t.co/BvSoWKgjei 출처 @YouTube","President Moon Jae -in attended the Climate Adaptation Summit held in the Netherlands “2050 Carbon Neutral, Korea will go without shaking” https://t.co/bvsowkgJei source @youtube"
2163,2021-01-25 15:26:52+00:00,jsh7e15,"가만 시간이나 때우는 게 국민 위하는 길 같아....
무슨일이 벌어질지 암두 모르거든

文대통령 “2050 탄소중립 흔들림 없이…세계와 성과 공유” https://t.co/3AVUSzwPNO","I think it's the way for the people to cry when it's time.
I don't know what's going to happen

President “2050 carbon neutral shaking… Sharing performance with the world ”https://t.co/3avuszwpno"
2164,2021-01-25 15:14:44+00:00,town_meari,"@daknews10 한국은 지난해 다짐한 '2050 탄소중립'을 향해 흔들림 없이 나아갈 것입니다. 

그래 정책하나가 30년씩 걸리는데~~ 민주당 30년 가즈아~~","@daknews10 Korea will move forward without shaking towards '2050 carbon neutral', which was pledged last year.

Yes, one policy takes 30 years ~~ Democratic Party 30 years Kazua ~~"
2165,2021-01-25 15:14:01+00:00,dongamedia,文대통령 “2050 탄소중립 흔들림 없이…세계와 성과 공유” https://t.co/G0UGBU9IQ2,President “2050 carbon neutral shaking… Sharing performance with the world ”https://t.co/g0ugbu9iq2
2166,2021-01-25 10:14:18+00:00,GermanyinKorea,"1월 27일 온라인 국회토론회 “2050 탄소중립을 위한 새로운 정책과제 - 탈석탄과 그린수소""가 개최됩니다. 이번 웨비나는 기후변화라는 글로벌 문제에 함께 대응하는 과정 속에서 한국과 독일이 서로의 경험을 공유할 수 있는 자리가 될 것입니다. 프로그램 안내 및 등록: https://t.co/OHOpeqXNUR https://t.co/gFNQxprPrt","January 27th, the online parliamentary debate, “New Policy Tasks for Carbon Neutralization -Reconsation and Green Hydrogen” will be held. This is the process of responding to the global issue of climate change. It will be a place to share. Program Guide and Registration: https://t.co/ohopeqxnur https://t.co/gfnqxprt"
2167,2021-01-25 06:04:34+00:00,YONGD77DRAGON,2050 탄소 중립 실현을 위한 탄소세 신설 방안 https://t.co/qjFXFzu6eZ - @YouTube,2050 New Carbon Tax for Carbon Neutralization https://t.co/qjfxfzu6ez- @youtube
2168,2021-01-25 00:51:19+00:00,withmsit,[회복·포용·도약 대한민국 2021🇰🇷] 2050 #탄소중립 핵심기술 개발 청사진을 그리고 선도기술 확보 기반을 마련하겠습니다. 2021년 과기정통부 업무 내용 자세히 보기 ▶ https://t.co/PWfHV5z1WH #한국판뉴딜 #디지털뉴딜 https://t.co/B7WZRWaPkg,"[Recovery, inclusion, leap in Korea 2021🇰] 2050 #Carbon neutral technology development blueprints and the foundation for securing leading technology. 2021 Ministry of Science and Technology's work details ▶ https://t.co/pwfhv5z1wh"
2169,2021-01-23 05:42:21+00:00,blue59019053,"기후변화 대응을 위한 노력에도 적극 동참하고 있다. 2019년 9월 제2차 P4G 정상회의 개최 선언, 2019년 11월 UN 푸른 하늘의 날 지정, 2020년 7월 그린뉴딜 정책 발표, 2020년 10월 2050년 탄소중립 선언 등 관련 행보를 쉬지 않고 이어가는 중이다.","We are also actively participating in efforts to respond to climate change. The Declaration of the 2nd P4G Summit in September 2019, the designation of the UN Blue Sky Day in November 2019, the announcement of the Green New Deal Policy in July 2020, and the Declaration of Carbon Neutral in October 2020. ."
2170,2021-01-23 03:49:29+00:00,nearlunchbox,이거 보니 탄소중립이 생각나는균 우리나라도 작년에 2050년까지 탄소중립을 달성한다고 발표를 햇엇는데 실상 공항 설치 같은 국가산업은 계속 추진되고 잇는 거 같아서 의아하긴 함 https://t.co/hvfuj0yHIk,"It was announced that Korea, which reminds us of carbon neutrality, announced that it will achieve carbon neutrality by 2050 last year."
2171,2021-01-22 08:29:38+00:00,OhmyNews_Korea,"""대전시 2050 탄소중립 비전 환영, 구체적 계획 세워야"" #대전시 #탄소중립 #넷제로 #기후위기대전행동 #2050탄소중립 https://t.co/BKF9B1aE42 장재완 기자","""Daejeon 2050 Carbon Neutral Vision Welcome, Detailed Planning"" #Daejeon #Carbon Neutral #Net Zero"
2172,2021-01-21 13:20:36+00:00,khkim2744,"한정애 환경부 장관님

환경부 앞에 놓인 과제들
2050탄소중립, 물관리일원화,
 탈플라스틱, 폐기물관리 등 
어느 것 하나 쉬운 길은 없겠지만 
조명래 장관께서 다져놓으신 단단한 터 위에
누구보다 열정가득한 환경부 가족들과 함께 
하나 하나 풀어가고 만들어가겠습니다.
두렵기도 합니다. https://t.co/zNfqlF3n3O","Minister of Environment Han Jung -ae

Tasks in front of the Ministry of Environment
2050 Carbon Neutral, Water Management Unification,
 Deliberious, waste management, etc.
There is no easy way
On the solid ground that Minister Kwang -rae has established
With the family members of the Ministry of Environment who are more enthusiastic than anyone else
I will solve one by one.
I'm afraid. https://t.co/znFQLF3N3O"
2173,2021-01-21 08:09:40+00:00,OhmyNews_Korea,대전시 '2050년 순탄소배출량 제로화' 선언 #대전시 #탄소중립 #기후변화대응 #탄소배출량 https://t.co/VzHVBaxq0S 장재완 기자,Daejeon City '2050 Neutralization of Carbon Emissions'
2174,2021-01-21 05:19:32+00:00,hellopolicy,"#탄소중립_지방이_이끈다 2️⃣

""#서울 2050년까지
탄소배출 제로도시 만들겠습니다.""

가장 모범적인 그린뉴딜 실천 도시 서울
탄소중립 실현을 위해

✔온실가스 배출원 집중관리
✔에코마일리지·에너지자립마을 확대 등
민관이 힘을 합쳐 신재생 에너지 전환 가속화합니다.
▶https://t.co/eLZSyCjp4G https://t.co/CXL7YjL2uD","#Carbon neutral_faty_ leads 2️⃣

""#Seoul until 2050
I will make a city with carbon emissions. ""

The most exemplary Green New Deal Practice City Seoul
To realize carbon neutrality

✔ Intensive management of greenhouse gas emissions
✔ Expansion of eco -mileage and energy independence villages, etc.
Public -private power combines to accelerate renewable energy conversion.
▶ https: //t.co/elzsycjp4g https://t.co/cxl7yjl2ud"
2175,2021-01-21 01:10:27+00:00,Qjt9bLr5CjXTtlI,"산림청, 2050년까지 30억 그루 나무 심기 #2050 탄소중립 #숲과 나무 #코스미안뉴스  -&gt; 자세히보기https://t.co/Vu5lwDHM5A https://t.co/1HdrHo2MiS","Forest Service, Planting 3 billion trees by 2050 #2050 Carbon Neutral #Forest and Tree #Cosmian News -& GT; View more https://t.co/vu5lwdhm5a https://t.co/1HDRHO2MIS"
2176,2021-01-20 13:14:48+00:00,JungJaHyun,"북한에 나무 심는 것도 지원하자.
이는 곧 우리의 문제이기도 함.

&lt; 산림청 “30년 동안 나무 30억그루 심겠다” &gt;

- 온실가스 3400만t 감축 예상

“2050 탄소중립 위해 산림의 탄소 흡수 기능 활용” https://t.co/Tqixdoim5J","Support trees planting in North Korea.
This is our problem.

& lt; Forest Service “I will plant 3 billion trees for 30 years” & gt;

-Recondition for reducing greenhouse gas 34 million tons

“2050 Carbon absorption function of forests for carbon neutral” https://t.co/tqixDoim5j"
2177,2021-01-20 11:52:41+00:00,youth4climatekr,국제사회도 2030년 온실가스감축목표(NDC)를 높여달라고 요청하고 있습니다. 안토니우 구테흐스 UN사무총장은 한국의 탄소중립 선언 약속에 대해 매우 긍정적이라 칭찬하면서도 2050년 탄소중립에 걸맞는 2030년 NDC를 제출해달라고 요청했습니다.,"The international community is also asking to increase the GHG reduction target (NDC) in 2030. UN Secretary -General Antoni Gutechs praised Korea's promise of carbon neutral declarations, but asked for 2030 NDCs for carbon neutrality in 2050."
2178,2021-01-19 10:54:41+00:00,fritillariamk,"위기의 예방과 대응에도 크게 기여할 수 있을 것
-기후변화는 해결이 시급한 글로벌 공동위협이자 한미 간 적극적 협력을 모색할 수 있는 분야, 우리 정부의 그린뉴딜 정책과 2050 탄소중립 목표는 바이든 행정부가 강조하는 기후변화 대응 정책과 지향점 공유
-한미 간 각 급에서 전략적 소통을","It can also greatly contribute to the prevention and response of the crisis
-The climate change is an urgent global co -threat and a field that can seek active cooperation between Korea and the US.
-Trolled communication in each class between Korea and the United States"
2179,2021-01-19 07:09:40+00:00,moonsich,"홍남기 ""향후 전세계적으로 ESG에 대한 관심이 고조되고, 국가신용등급 평가시 ESG가 주요 요소로 부각될 가능성이 높은 만큼, 정부는 한국판 뉴딜 추진, 2050 탄소중립 전략 실행 등 친환경, 사회적 책임, 지배구조 개선 등을 위한 정책적 노력을 지속하겠습니다."" https://t.co/Hx6RKgS14x","Hong Nam -ki ""As interest in ESGs in the future, and ESG is likely to emerge as a major factor in the national credit rating, the government is promoting eco -friendly, social responsibility, such as promoting Korean version of New Deal and 2050 carbon neutral strategy. We will continue our policy efforts to improve. ” https://t.co/hx6rkgs14x"
2180,2021-01-18 00:52:41+00:00,greenstartkorea,"2050 탄소중립을 달성하겠다고 발표했던 우리나라🇰🇷
탄소중립 달성을 위해 기후위기 대응기금을 
12조 조성하겠다는 계획을 발표했습니다

[블로그로 보기]
https://t.co/ybCkp36LFB

#한국기후환경네트워크 #기후변화 #탄소배출권 #기후위기대응기금 #탄소배출권한 #12조 #온실가스 #지구온난화 https://t.co/ylJ23WXj13","Korea 🇷
Climate crisis response fund to achieve carbon neutrality
We have announced plans to build 12 trillion

[View on a blog]
https://t.co/ybckp36lfb

#Korea Climate Environment Network #Carbon emissions #Carbon emissions #Carbon emissions #12 #12 #greenhouse gas"
2181,2021-01-18 00:52:22+00:00,greenstartkorea,"2050 탄소중립을 달성하겠다고 발표했던 우리나라🇰🇷
탄소중립 달성을 위해 기후위기 대응기금을 
12조 조성하겠다는 계획을 발표했습니다

[블로그로 보기]
https://t.co/ybCkp36LFB

#한국기후환경네트워크 #기후변화 #탄소배출권 #기후위기대응기금 #탄소배출권한 #12조 #온실가스 #지구온난화 https://t.co/pYsAJmOvR4","Korea 🇷
Climate crisis response fund to achieve carbon neutrality
We have announced plans to build 12 trillion

[View on a blog]
https://t.co/ybckp36lfb

#Korean Climate Environment Network #Carbon emissions #Carbon Emissions"
2182,2021-01-17 12:30:28+00:00,youth4climatekr,"문재인 대통령은 2050년까지 탄소중립을 다하겠다는 선언을 했습니다. 그렇다면 당장 10년 후까지 온실가스 감축을 탄소중립에 맞게 해야만 합니다. 지금 온실가스 감축의 책임을 다하지 않고, 2030년 이후로 떠넘기는 것은 공정하지 않습니다.","President Moon Jae -in declared that he would fulfill his carbon neutrality by 2050. Then, 10 years later, greenhouse gas reduction should be made to fit carbon neutral. It is not fair to leave after 2030 without fulfilling the responsibility of reducing greenhouse gases."
2183,2021-01-15 07:45:46+00:00,withmsit,[#과학신세계] 우리나라는 2050년까지 탄소중립이란 목표를 달성하기 위한 추진전략을 발표했습니다. 탄소배출 제로가 되는 그날을 위해 우리는 어떤 전략을 가지고 있을까요? ▶ https://t.co/6jHj2pQ02Y #탄소 #탄소중립 https://t.co/N5ZWQrhHT0,[#Science Shinsegae] Korea has announced a strategy to achieve the goal of carbon neutrality by 2050. What kind of strategy do we have for the day of being a carbon emissioner? ▶ https://t.co/6jhj2pq02y
2184,2021-01-14 09:15:32+00:00,pjkorea21c,"[2050 탄소중립특별위원회 건물분과 전문가 간담회]

더불어민주당 2050 탄소중립특별위원회 건물분과 전문가 간담회가 있었습니다. 

오늘은 분과 위원님들과 법률사무소 이이 구민회 변호사님과 함께 '에너지효율향상을 위한 탄소중립 달성방안'에 대해 논의를 했습니다.

https://t.co/xTszFMarN9 https://t.co/ivhSYE67me","[2050 Carbon Neutral Special Committee Building Division and Expert Meeting]

In addition, the Democratic Party's 2050 Carbon Neutral Special Committee Building and Expert Meeting were held.

Today, we discussed how to achieve carbon neutral for energy efficiency award with the members of the subcommittee and the lawyer of the Legal Office.

https://t.co/xtszfmarn9 https://t.co/IVHSYE67ME"
2185,2021-01-14 07:30:58+00:00,leesoo1001,"자치행정신문 이상훈 의원, 2050 탄소중립을 위한 국회의원 - 광역시도의원 온라인 합동토론회 개최 https://t.co/IeYrXeYjlm","Representative Lee Sang -hoon, a self -governing administrative newspaper, a parliamentary member for 2050 carbon neutrality -HTTPS://t.co/ieyrxeyjlm"
2186,2021-01-14 02:26:20+00:00,gdn_newskorea,[경기도민신문] 2050 탄소중립 차질 없는 이행...산업계·시민사회·국민과의 긴밀한 협력 https://t.co/vfpwiTC6Gx,"[Gyeonggi Provincial Newspaper] 2050 Carbon Neutralism without Disruption ... Close cooperation with industry, civil society and the people https://t.co/vfwitc6GX"
2187,2021-01-14 01:18:07+00:00,no1nowon,"오늘도 바쁜 하루. 
오전: 민주당 70만 권리당원 교육용 2050 탄소중립 강연 동영상 촬영
오후: 월성원전 방사성 물질 유출 관련 기자회견과 전국 광역의회 의원들과 온라인 세미나
그리고 몇 개의 기획회의.
월성 원전은 18일 현장을 둘러볼 예정.","A busy day today.
Morning: Democratic Party 700,000 Rights Education 2050 Carbon Neutral Lecture Video Shooting Video
Afternoon: A press conference on the leakage of radioactive materials in Wolseong Nuclear Power Plant, and online seminars with members of the National Assembly
And several planning meetings.
Wolseong Nuclear Power Plant will explore the site on the 18th."
2188,2021-01-13 08:16:25+00:00,delete_money,장기투자용으로 뭘 살까 고민하다보면 12월 7일에 정부에서 발표한 2050 탄소중립 추진전략을 보고나면 2차전지 전기차 재생에너지 반도체 바이오 같은거말고는 그냥 눈길이안감,"If you think about what you live for long -term investment, after seeing the 2050 carbon neutral promotion strategy announced by the government on December 7, the secondary battery electric vehicle renewable energy semiconductor biotechnology"
2189,2021-01-12 10:54:24+00:00,twin010937,"#한국판_뉴딜 핵심 #사람 #상생
한국판 뉴딜의 중점
#지역균형_뉴딜’지역이 주체가 되어,지자체와 주민,지역 기업과 인재들이 머리 맞대고,현실적이고 창의적인 발전전략 만들..

올해 안에 에너지와,산업
사회 전 분야에서 2050 탄소중립’ 추진계획 구체화할 것 
수소 경제,저탄소 산업 생태계 육성..","#Korean version_New deal core #Person #Walk
Focus on Korean version of New Deal
#Regional balance _ New Deal ”area becomes the subject, and local governments, residents, local companies and talented people face heads, creating a realistic and creative development strategy.

Energy and industry within this year
2050 carbon neutrality in all areas of society
Hydrogen economy, fostering low carbon industry ecosystem .."
2190,2021-01-12 03:48:33+00:00,DrMineral,탄소중립 2050 선언' 실천법 [이제는 에너지자립이다] https://t.co/6jVcSNGC2s,Carbon Neutral 2050 Declaration 'Practice [Now is Energy Independence] https://t.co/6jvcsngc2s
2191,2021-01-11 06:26:30+00:00,park_pyung,"- 새롭게 제기된 공정에 대한 요구에도 끊임없이 귀 기울이고 대책 보완할 것

[환경파트]
- 올해 2050 탄소중립 추진계획을 구체화 할 것

- 수소 경제와 저탄소 산업 생태계 육성에 더욱 속도 내고 세계 시장을 선점할 것

[소프트파워파트]
- 한국의 문화예술은 민주주의가 키웠음","-You should constantly listen and complement the countermeasures to the request for the newly raised process.

[Environmental Part]
-Petize the 2050 carbon neutral plan this year

-I will speed up the hydrogen economy and the low -carbon industry ecosystem and preoccupy the global market.

[Soft Power Part]
-Korean culture and arts were raised by democracy."
2192,2021-01-07 07:29:19+00:00,RockyBalboa_777,"문재인 대통령 ""거시경제 좋다 주가 3000 시대 희망적_제2 벤처붐, 경제 역동성""“한국판 뉴딜, 2050 탄소중립에도 속도를 내달라_12. 14

코스피가 종가기준 첫 3000 돌파 3031.68로 장을 마감한 7일
G20국가 중 상승률도 1위

철수와 국민의짐이 발악을 하고 저주를 퍼 부어도 주가 3000 시대는 왔다. https://t.co/Wn53LBpPq7","President Moon Jae -in ""The macro economy is good for the 3000th Era_ Second Venture Boom, Economic Dynamism."" 14

KOSPI ended with 3031.68, the first 3000 breakthrough in the closing price
The rise rate among the G20 countries is also ranked first

Even if the withdrawal and the people's intentions have been broken and cursed, the stock price is 3000. https://t.co/wn53lbppq7"
2193,2021-01-07 03:16:55+00:00,fritillariamk,"문화역량. 발전된 민주주의 속 성숙한 시민의식 국민역량, 세계에서 모범국가로 인정, 이제 우리는 한국판 뉴딜의 본격적인 실행으로 빠르고 강한 경제회복을 이루고 선도 국가로 도약할 것, 2050 탄소중립 정책으로 세계와 함께 기후변화 대응을 이끌어나갈 것, 여건이 허용된다면 한반도 비핵화. https://t.co/sUistT6LkF","Cultural competence. Recognition of mature citizenship in the developed democracy, and recognized as an exemplary country in the world, we will now make a quick and strong economic recovery with the full -fledged implementation of the Korean version of New Deal, and become a leading country, and responds with the world with the world with the 2050 carbon neutral policy. Leading, denuclearization of the Korean peninsula if it is allowed. https://t.co/suistt6lkf"
2194,2021-01-07 02:04:42+00:00,yong_hyein,"2018년 기준 온실가스 배출 총량 6위, 1인당 배출 순위 4위의 현실이 우리의 슬픈 자화상입니다. 
문재인 정부가 2050년 탄소중립을 선언한 것은 칭찬할 일이지만, 획기적인 온실가스 감축 대책 없이는 선언은 공염불로 끝날 위험이 다분합니다.","As of 2018, the 6th place of the total greenhouse gas emissions and the fourth place per person are the 4th place of emissions per capita.
The Moon Jae -in government has declared carbon neutrality in 2050, but without a breakthrough greenhouse gas reduction measures, the Declaration is risk of ending in the air."
2195,2021-01-07 02:04:41+00:00,yong_hyein,"2050년 탄소중립 달성을 위해, 기본소득 탄소세를 조속히 도입해야 합니다. 

2021년 1월, 세계 195개국이 동참한 파리기후협약이 본격 시행됩니다. 
파리기후협약에 따라 각국은 2030년까지 온실가스 배출량을 지금의 절반으로 줄이고 2050년까지 배출량 순제로, 즉 탄소중립에 도달하기 위해","In order to achieve carbon neutral in 2050, the basic income carbon tax must be introduced as soon as possible.

In January 2021, the Paris Climate Convention, which was joined by 195 countries in the world, will be implemented.
Under the Paris Climate Convention, each country reduces greenhouse gas emissions by 2030 and is in order to reach carbon neutrality by 2050 by 2050."
2196,2021-01-06 08:50:54+00:00,alswn0362,대통령 장담에도 여당은 고개 저은 ‘2050 탄소중립’ https://t.co/MGdFKJHSqW 2050 년이면 재인이는 몇살이지?,"Despite the president's guarantee, the ruling party's head is '2050 carbon neutral' https://t.co/mgdfkjhsqw 2050?"
2197,2021-01-05 11:06:26+00:00,DrMineral,2020년 국내 최고 뉴스는 ‘2050년 탄소중립’ 선언  https://t.co/8R8og5SSwY,2020 The best news in Korea is the Declaration of '2050 Carbon Neutral' https://t.co/8R8OG5SWY
2198,2021-01-05 05:48:34+00:00,mediaus,"‘#국민의힘’이 KBS &lt;2050 탄소중립 비전 선언&gt; 생방송, JTBC &lt;언더커버&gt;, TBS '+1 합시다' 캠페인 등에 모두 ‘법적조치’를 시사했다. 현행 방송법 부정하는 행보…지난해 8월 국민의힘 새 정강정책엔 “권력의 언론개입 사건을 중대범죄”로 규정.
 https://t.co/0ywKcrdXrg","'#People's Power' is KBS & LT; 2050 Carbon Neutral Vision Declaration & GT; Live broadcast, JTBC & LT; Under Cover & GT;, TBS 'Let's +1' campaign all suggested 'legal measures'. Current Broadcasting Act In August last year, the people's new high -end policy stipulated that ""the case of power intervention of power is a serious crime.""
 https://t.co/0ywkcrdxrg"
2199,2021-01-05 03:24:37+00:00,fritillariamk,"이뤄야 한다. 지난해 세계 경제의 극심한 침체 속에서도 한국 경제는 위기를 잘 극복하면서 희망을 만들어왔다.새해에는 우리 경제의 맥박이 더욱 힘차게 뛰도록 하겠다.
-정부가 국민과 함께 갖고싶은 새해의 가장 큰 포부는 선도국가로의 도약, 한국판 뉴딜 본격 추진하고 2050 탄소중립으로 가는 https://t.co/jthQxURCIw","It must be achieved. Last year, despite the extreme downturn of the global economy, the Korean economy has made hope by overcoming the crisis, and in the new year, the pulse of our economy will be more vigorous.
-The biggest aspiration of the new year that the government wants to have with the people is the leap into a leading country, the Korean version of the New Deal is in full swing and to 2050 carbon neutral https://t.co/jthqxurciw"
2200,2021-01-05 02:53:15+00:00,mbcnews,"선도국가로의 도약이 새해 가장 큰 포부라며 ""한국판 뉴딜과 2050 탄소중립 추진으로 대한민국 대전환의 기틀을 다지겠다""고 밝혔습니다.
https://t.co/wPOfqFd3xB","The leap into a leading country is the biggest ambition of the new year, and said, ""We will lay the foundation for the Korean replacement by the Korean version of New Deal and 2050 carbon neutral.""
https://t.co/wpofqfd3xb"
2201,2021-01-04 04:18:51+00:00,fritillariamk,"-임청각 복원 기틀 마련
:이상룡 선생의 후손 이항증 선생과 함께 탑승
-전성수 기장한테 운행신고 받은 후 마스터키 전달

문재인 대통령님
-2050년 탄소중립 실현, 디지털 사회 전환과 지역활력을 위한 철도의 역할이 그 어느 때보다 중요한 시기, 철도와 같이 사회부문 부문에서 끊임없는 혁신이 https://t.co/VEpBuuuuVa","-Lim Cheonggak Restoration Family
: Boarding with Lee Sang -ryong's descendant
-Master key delivery after receiving a report from the captain of Jeon Sung -soo

President Moon Jae -in
-In2050, the realization of carbon neutral, digital society shift and railway role for regional vitality is more important than ever, and constant innovation in the social sector, such as railroads, https://t.co/vepbuuuuva"
